Year,Month,Day,Hour,Minute,Temperature  [2 m above gnd],Relative Humidity  [2 m above gnd],Mean Sea Level Pressure  [MSL],Total Precipitation (high resolution)  [sfc],Snowfall Amount (high resolution)  [sfc],Total Cloud Cover  [sfc],High Cloud Cover  [high cld lay],Medium Cloud Cover  [mid cld lay],Low Cloud Cover  [low cld lay],Sunshine Duration  [sfc],Wind Speed  [10 m above gnd],Wind Direction  [10 m above gnd],Wind Gust  [sfc]
2019,4,21,1,0,9.41,77,1021.6,0,0,2,0,0,2,0,5.9,142.43,9.72
2019,4,21,2,0,8.76,80,1021.9,0,0,4,0,0,4,0,6.13,139.76,10.44
2019,4,21,3,0,8.14,83,1022.4,0,0,0,0,0,0,0,6.13,139.76,11.52
2019,4,21,4,0,7.61,85,1023.2,0,0,2,0,0,2,0,6.62,135,12.24
2019,4,21,5,0,7.12,87,1023.6,0,0,2,0,0,2,0,6.62,135,12.6
2019,4,21,6,0,7.14,88,1024.3,0,0,45,5,2,45,0,5.76,180,13.32
2019,4,21,7,0,7.69,89,1025,0,0,100,3,6,100,26.9,6.12,180,13.32
2019,4,21,8,0,8.67,85,1025.6,0,0,100,3,7,100,0,6.85,183.01,11.88
2019,4,21,9,0,9.11,83,1026.2,0,0,100,1,0,100,0,6.84,180,11.52
2019,4,21,10,0,9.78,79,1026.6,0,0,100,2,0,100,0,6.48,180,9.72
2019,4,21,11,0,10.71,74,1026.6,0,0,100,0,0,100,0,5.45,187.59,7.92
2019,4,21,12,0,11.73,69,1026.8,0,0,100,0,0,100,0,4.68,202.62,6.48
2019,4,21,13,0,12.52,66,1026.5,0,0,13,1,0,13,0,4.07,225,5.76
2019,4,21,14,0,13.32,62,1026,0,0,6,16,4,6,51.7,3.55,246.04,5.04
2019,4,21,15,0,14.59,58,1025.2,0,0,53,50,53,0,56.17,3.67,258.69,4.32
2019,4,21,16,0,15.25,55,1024.8,0,0,100,100,100,2,26.17,4.33,265.24,4.32
2019,4,21,17,0,15.63,55,1024.9,0,0,46,34,46,2,0,5.04,270,4.68
2019,4,21,18,0,15.41,54,1024.9,0,0,33,32,33,4,30.64,6.21,259.99,4.32
2019,4,21,19,0,14.81,55,1024.9,0,0,45,32,45,0,38.94,4.45,255.96,3.6
2019,4,21,20,0,13.71,58,1025.2,0,0,35,60,35,0,31.28,2.52,270,2.88
2019,4,21,21,0,12.76,61,1025.8,0,0,30,100,2,0,5.81,1.44,270,3.96
2019,4,21,22,0,11.94,64,1025.9,0,0,43,100,43,0,0,1.48,194.04,5.4
2019,4,21,23,0,11.32,66,1026.1,0,0,40,100,40,0,0,2.9,172.87,8.28
2019,4,22,0,0,10.48,70,1025.7,0,0,100,100,100,0,0,4.2,149.04,10.08
2019,4,22,1,0,9.89,72,1025.5,0,0,100,100,100,0,0,5,149.74,11.88
2019,4,22,2,0,9.31,73,1025.2,0,0,23,19,23,4,0,5.96,154.98,12.96
2019,4,22,3,0,8.68,75,1025.1,0,0,4.8,16,2,0,0,6.79,147.99,14.4
2019,4,22,4,0,8.1,78,1025.3,0,0,5.1,17,0,3,0,7.2,143.13,15.12
2019,4,22,5,0,7.54,80,1025.3,0,0,6,8,6,5,0,7.9,136.85,16.2
2019,4,22,6,0,7.01,83,1025.5,0,0,28,35,28,24,0,8.4,133.26,17.28
2019,4,22,7,0,7.28,83,1025.6,0,0,100,100,100,100,37.5,7.9,133.15,16.92
2019,4,22,8,0,7.88,81,1025.9,0,0,100,100,100,100,0,7.42,140.91,16.92
2019,4,22,9,0,9.13,76,1025.8,0,0,100,100,100,100,0,9.59,145.71,19.08
2019,4,22,10,0,10.9,69,1025.6,0,0,100,28,100,100,0,11.11,155.1,17.64
2019,4,22,11,0,12.36,61,1025.3,0,0,100,24,100,100,0,12.3,159.44,19.8
2019,4,22,12,0,13.47,47,1024.8,0,0,100,53,100,100,0,14.46,161.11,22.32
2019,4,22,13,0,14.37,46,1024.5,0,0,100,100,100,100,0,15.94,161.57,29.52
2019,4,22,14,0,14.91,45,1024,0,0,100,100,100,100,0,16.52,163.54,29.88
2019,4,22,15,0,15.03,48,1023.5,0,0,100,100,100,100,0,16.07,164.41,29.16
2019,4,22,16,0,14.47,53,1023.2,0,0,100,100,100,100,0,15.48,162.41,30.24
2019,4,22,17,0,13.85,58,1023.3,0,0,100,100,100,100,0,13.66,161.57,27.72
2019,4,22,18,0,13.39,64,1023.4,0,0,100,100,100,100,0,11.77,156.57,27.36
2019,4,22,19,0,12.74,71,1023.3,0.2,0,100,100,100,100,0,10.46,153.43,24.48
2019,4,22,20,0,11.93,79,1022.7,0.3,0,100,100,100,100,0,9.2,149.42,20.52
2019,4,22,21,0,11.37,85,1022.5,0.4,0,100,100,100,100,0,9.2,149.42,21.24
2019,4,22,22,0,11.05,90,1022.2,0.4,0,100,100,100,100,0,9.5,155.38,21.96
2019,4,22,23,0,10.92,92,1022.3,0,0,100,100,100,100,0,9.69,158.2,23.4
